file_id,algorithm_name,variation_id,operation_label,crypto_type,xor_ops,shift_ops,add_ops,mul_ops,branch_ops,loop_ops,memory_access,bitwise_ops,entropy,bitFlipDensity,cyclomaticComplexity,basicBlocks,constantOccurrence,stringReferences,apiCalls,codeSize,dataSegmentSize,stackUsage,has_sbox,has_permutation,has_rounds,key_schedule,bitwise_heavy,arithmetic_heavy,is_proprietary
crypto_9_282,LayeredXOR,282,Encryption,BlockCipher,43,22,52,21,24,23,32,18,3.8746,0.6720,48,20,10,1,8,358,185,301,0,0,1,1,1,1,1
crypto_9_283,LayeredXOR,283,Encryption,BlockCipher,56,39,26,9,23,4,69,59,3.4762,0.6730,47,23,11,2,6,1317,202,320,0,0,1,1,1,0,1
crypto_9_284,LayeredXOR,284,Encryption,BlockCipher,19,16,45,32,22,10,46,45,3.4812,0.6740,46,26,12,3,4,2276,219,339,0,0,1,1,0,1,1
crypto_9_285,LayeredXOR,285,Encryption,BlockCipher,32,33,19,20,21,16,23,31,3.8897,0.6750,45,29,13,4,17,1187,236,358,0,0,1,1,1,0,1
crypto_9_286,LayeredXOR,286,Encryption,BlockCipher,45,10,38,8,20,22,60,17,4.3306,0.6760,44,32,14,5,15,2146,253,377,0,0,1,1,0,0,1
crypto_9_287,LayeredXOR,287,Encryption,BlockCipher,58,27,12,31,19,3,37,58,4.4032,0.6770,43,35,15,6,13,1057,270,396,0,0,1,1,1,0,1
crypto_9_288,LayeredXOR,288,Encryption,BlockCipher,21,44,31,19,18,9,74,44,4.0453,0.6780,42,38,16,7,11,2016,287,415,0,0,1,1,1,0,1
crypto_9_289,LayeredXOR,289,Encryption,BlockCipher,34,21,50,7,17,15,51,30,3.5906,0.6790,41,41,17,8,9,927,304,434,0,0,1,1,1,1,1
crypto_9_290,LayeredXOR,290,Encryption,BlockCipher,47,38,24,30,16,21,28,16,3.4617,0.6800,40,44,18,9,7,1886,321,453,0,0,1,1,1,1,1
crypto_9_291,LayeredXOR,291,Encryption,BlockCipher,10,15,43,18,15,2,65,57,3.7817,0.6810,39,47,19,0,5,797,338,472,0,0,1,1,1,1,1
crypto_9_292,LayeredXOR,292,Encryption,BlockCipher,23,32,17,6,14,8,42,43,4.2610,0.6820,38,50,20,1,3,1756,355,491,0,0,1,1,1,0,1
crypto_9_293,LayeredXOR,293,Encryption,BlockCipher,36,9,36,29,13,14,19,29,4.4636,0.6830,37,53,21,2,16,667,372,510,0,0,1,1,0,1,1
crypto_9_294,LayeredXOR,294,Encryption,BlockCipher,49,26,10,17,12,20,56,15,4.2077,0.6840,36,56,22,3,14,1626,389,529,0,0,1,1,1,0,1
crypto_9_295,LayeredXOR,295,Encryption,BlockCipher,12,43,29,5,11,26,33,56,3.7333,0.6850,35,59,23,4,12,537,406,548,0,0,1,1,1,0,1
crypto_9_296,LayeredXOR,296,Encryption,BlockCipher,25,20,48,28,10,7,70,42,3.4811,0.6860,34,62,24,5,10,1496,423,567,0,0,1,1,1,1,1
crypto_9_297,LayeredXOR,297,Encryption,BlockCipher,38,37,22,16,9,13,47,28,3.6876,0.6870,33,65,25,6,8,407,440,586,0,0,1,1,1,0,1
crypto_9_298,LayeredXOR,298,Encryption,BlockCipher,51,14,41,4,8,19,24,14,4.1675,0.6880,32,68,26,7,6,1366,457,605,0,0,1,1,0,0,1
crypto_9_299,LayeredXOR,299,Encryption,BlockCipher,14,31,15,27,7,25,61,55,4.4842,0.6890,31,71,27,8,4,277,474,624,0,0,1,1,1,0,1
crypto_9_300,LayeredXOR,300,Encryption,BlockCipher,27,8,34,15,6,6,38,41,3.8512,0.6400,30,74,28,9,17,1236,491,643,0,0,1,1,0,0,1
crypto_9_301,LayeredXOR,301,Encryption,BlockCipher,40,25,8,3,5,12,15,27,3.3952,0.6410,29,17,29,0,15,2195,508,662,0,0,1,1,1,0,1
crypto_9_302,LayeredXOR,302,Encryption,BlockCipher,53,42,27,26,34,18,52,13,3.0402,0.6420,28,20,30,1,13,1106,525,681,0,0,1,1,1,1,1
crypto_9_303,LayeredXOR,303,Encryption,BlockCipher,16,19,46,14,33,24,29,54,3.1171,0.6430,27,23,31,2,11,2065,542,700,0,0,1,1,1,1,1
crypto_9_304,LayeredXOR,304,Encryption,BlockCipher,29,36,20,37,32,5,66,40,3.5598,0.6440,26,26,32,3,9,976,559,719,0,0,1,1,1,1,1
crypto_9_305,LayeredXOR,305,Encryption,BlockCipher,42,13,39,25,31,11,43,26,3.9659,0.6450,25,29,33,4,7,1935,64,738,0,0,1,1,1,1,1
crypto_9_306,LayeredXOR,306,Encryption,BlockCipher,55,30,13,13,30,17,20,12,3.9666,0.6460,24,32,34,5,5,846,81,757,0,0,1,1,1,0,1
crypto_9_307,LayeredXOR,307,Encryption,BlockCipher,18,7,32,36,29,23,57,53,3.5659,0.6470,23,35,5,6,3,1805,98,776,0,0,1,1,0,1,1
crypto_9_308,LayeredXOR,308,Encryption,BlockCipher,31,24,51,24,28,4,34,39,3.1368,0.6480,22,38,6,7,16,716,115,795,0,0,1,1,1,1,1
crypto_9_309,LayeredXOR,309,Encryption,BlockCipher,44,41,25,12,27,10,71,25,3.0784,0.6490,21,41,7,8,14,1675,132,814,0,0,1,1,1,0,1
crypto_9_310,LayeredXOR,310,Encryption,BlockCipher,57,18,44,35,26,16,48,66,3.4490,0.6500,20,44,8,9,12,586,149,833,0,0,1,1,1,1,1
crypto_9_311,LayeredXOR,311,Encryption,BlockCipher,20,35,18,23,25,22,25,52,3.9125,0.6510,19,47,9,0,10,1545,166,852,0,0,1,1,1,0,1
crypto_9_312,LayeredXOR,312,Encryption,BlockCipher,33,12,37,11,24,3,62,38,4.0473,0.6520,18,50,10,1,8,456,183,871,0,0,1,1,1,0,1
crypto_9_313,LayeredXOR,313,Encryption,BlockCipher,46,29,11,34,23,9,39,24,3.7341,0.6530,17,53,11,2,6,1415,200,890,0,0,1,1,1,0,1
crypto_9_314,LayeredXOR,314,Encryption,BlockCipher,59,6,30,22,22,15,16,65,3.2654,0.6540,16,56,12,3,4,326,217,141,0,0,1,1,1,1,1
crypto_9_315,LayeredXOR,315,Encryption,BlockCipher,22,23,49,10,21,21,53,51,3.0768,0.6550,15,59,13,4,17,1285,234,160,0,0,1,1,1,1,1
crypto_9_316,LayeredXOR,316,Encryption,BlockCipher,35,40,23,33,20,2,30,37,3.3462,0.6560,14,62,14,5,15,2244,251,179,0,0,1,1,1,1,1
crypto_9_317,LayeredXOR,317,Encryption,BlockCipher,48,17,42,21,19,8,67,23,3.8306,0.6570,13,65,15,6,13,1155,268,198,0,0,1,1,1,1,1
crypto_9_318,LayeredXOR,318,Encryption,BlockCipher,11,34,16,9,18,14,44,64,4.0892,0.6580,12,68,16,7,11,2114,285,217,0,0,1,1,1,0,1
crypto_9_319,LayeredXOR,319,Encryption,BlockCipher,24,11,35,32,17,20,21,50,3.8888,0.6590,11,71,17,8,9,1025,302,236,0,0,1,1,1,1,1
crypto_9_320,LayeredXOR,320,Encryption,BlockCipher,37,28,9,20,16,26,58,36,3.4184,0.6600,10,74,18,9,7,1984,319,255,0,0,1,1,1,0,1
crypto_9_321,LayeredXOR,321,Encryption,BlockCipher,50,5,28,8,15,7,35,22,3.1149,0.6610,49,17,19,0,5,895,336,274,0,0,1,1,0,0,1
crypto_9_322,LayeredXOR,322,Encryption,BlockCipher,13,22,47,31,14,13,72,63,3.2620,0.6620,48,20,20,1,3,1854,353,293,0,0,1,1,1,1,1
crypto_9_323,LayeredXOR,323,Encryption,BlockCipher,26,39,21,19,13,19,49,49,3.7291,0.6630,47,23,21,2,16,765,370,312,0,0,1,1,1,0,1
crypto_9_324,LayeredXOR,324,Encryption,BlockCipher,39,16,40,7,12,25,26,35,4.0913,0.6640,46,26,22,3,14,1724,387,331,0,0,1,1,1,0,1
crypto_9_325,LayeredXOR,325,Encryption,BlockCipher,52,33,14,30,11,6,63,21,4.0202,0.6650,45,29,23,4,12,635,404,350,0,0,1,1,1,0,1
crypto_9_326,LayeredXOR,326,Encryption,BlockCipher,15,10,33,18,10,12,40,62,3.5858,0.6660,44,32,24,5,10,1594,421,369,0,0,1,1,1,1,1
crypto_9_327,LayeredXOR,327,Encryption,BlockCipher,28,27,52,6,9,18,17,48,3.1920,0.6670,43,35,25,6,8,505,438,388,0,0,1,1,1,1,1
crypto_9_328,LayeredXOR,328,Encryption,BlockCipher,41,44,26,29,8,24,54,34,3.2055,0.6680,42,38,26,7,6,1464,455,407,0,0,1,1,1,1,1
crypto_9_329,LayeredXOR,329,Encryption,BlockCipher,54,21,45,17,7,5,31,20,3.6185,0.6690,41,41,27,8,4,375,472,426,0,0,1,1,1,1,1
crypto_9_330,LayeredXOR,330,Encryption,BlockCipher,17,38,19,5,6,11,68,61,4.0558,0.6700,40,44,28,9,17,1334,489,445,0,0,1,1,1,0,1
crypto_9_331,LayeredXOR,331,Encryption,BlockCipher,30,15,38,28,5,17,45,47,4.1200,0.6710,39,47,29,0,15,2293,506,464,0,0,1,1,1,1,1
crypto_9_332,LayeredXOR,332,Encryption,BlockCipher,43,32,12,16,34,23,22,33,3.7567,0.6720,38,50,30,1,13,1204,523,483,0,0,1,1,1,0,1
crypto_9_333,LayeredXOR,333,Encryption,BlockCipher,56,9,31,4,33,4,59,19,3.3044,0.6730,37,53,31,2,11,2163,540,502,0,0,1,1,1,0,1
crypto_9_334,LayeredXOR,334,Encryption,BlockCipher,19,26,50,27,32,10,36,60,3.1837,0.6740,36,56,32,3,9,1074,557,521,0,0,1,1,1,1,1
crypto_9_335,LayeredXOR,335,Encryption,BlockCipher,32,43,24,15,31,16,73,46,3.5101,0.6750,35,59,33,4,7,2033,574,540,0,0,1,1,1,0,1
crypto_9_336,LayeredXOR,336,Encryption,BlockCipher,45,20,43,3,30,22,50,32,3.9881,0.6760,34,62,34,5,5,944,79,559,0,0,1,1,1,0,1
crypto_9_337,LayeredXOR,337,Encryption,BlockCipher,58,37,17,26,29,3,27,18,4.1828,0.6770,33,65,5,6,3,1903,96,578,0,0,1,1,1,0,1
crypto_9_338,LayeredXOR,338,Encryption,BlockCipher,21,14,36,14,28,9,64,59,3.9199,0.6780,32,68,6,7,16,814,113,597,0,0,1,1,1,0,1
crypto_9_339,LayeredXOR,339,Encryption,BlockCipher,34,31,10,37,27,15,41,45,3.4456,0.6790,31,71,7,8,14,1773,130,616,0,0,1,1,1,0,1
crypto_9_340,LayeredXOR,340,Encryption,BlockCipher,47,8,29,25,26,21,18,31,3.2006,0.6800,30,74,8,9,12,684,147,635,0,0,1,1,1,1,1
crypto_9_341,LayeredXOR,341,Encryption,BlockCipher,10,25,48,13,25,2,55,17,3.4147,0.6810,29,17,9,0,10,1643,164,654,0,0,1,1,0,1,1
crypto_9_342,LayeredXOR,342,Encryption,BlockCipher,23,42,22,36,24,8,32,58,3.8958,0.6820,28,20,10,1,8,554,181,673,0,0,1,1,1,1,1
crypto_9_343,LayeredXOR,343,Encryption,BlockCipher,36,19,41,24,23,14,69,44,4.2060,0.6830,27,23,11,2,6,1513,198,692,0,0,1,1,1,1,1
crypto_9_344,LayeredXOR,344,Encryption,BlockCipher,49,36,15,12,22,20,46,30,4.0648,0.6840,26,26,12,3,4,424,215,711,0,0,1,1,1,0,1
crypto_9_345,LayeredXOR,345,Encryption,BlockCipher,12,13,34,35,21,26,23,16,3.6066,0.6850,25,29,13,4,17,1383,232,730,0,0,1,1,0,1,1
crypto_9_346,LayeredXOR,346,Encryption,BlockCipher,25,30,8,23,20,7,60,57,3.2573,0.6860,24,32,14,5,15,294,249,749,0,0,1,1,1,0,1
crypto_9_347,LayeredXOR,347,Encryption,BlockCipher,38,7,27,11,19,13,37,43,3.3425,0.6870,23,35,15,6,13,1253,266,768,0,0,1,1,1,0,1
crypto_9_348,LayeredXOR,348,Encryption,BlockCipher,51,24,46,34,18,19,74,29,3.7887,0.6880,22,38,16,7,11,2212,283,787,0,0,1,1,1,1,1
crypto_9_349,LayeredXOR,349,Encryption,BlockCipher,14,41,20,22,17,25,51,15,4.1900,0.6890,21,41,17,8,9,1123,300,806,0,0,1,1,0,0,1
crypto_9_350,LayeredXOR,350,Encryption,BlockCipher,27,18,39,10,16,6,28,56,4.1822,0.6400,20,44,18,9,7,2082,317,825,0,0,1,1,1,0,1
crypto_9_351,LayeredXOR,351,Encryption,BlockCipher,40,35,13,33,15,12,65,42,3.7771,0.6410,19,47,19,0,5,993,334,844,0,0,1,1,1,0,1
crypto_9_352,LayeredXOR,352,Encryption,BlockCipher,53,12,32,21,14,18,42,28,3.3516,0.6420,18,50,20,1,3,1952,351,863,0,0,1,1,1,1,1
crypto_9_353,LayeredXOR,353,Encryption,BlockCipher,16,29,51,9,13,24,19,14,3.3016,0.6430,17,53,21,2,16,863,368,882,0,0,1,1,0,1,1
crypto_9_354,LayeredXOR,354,Encryption,BlockCipher,29,6,25,32,12,5,56,55,3.6777,0.6440,16,56,22,3,14,1822,385,133,0,0,1,1,1,1,1
crypto_9_355,LayeredXOR,355,Encryption,BlockCipher,42,23,44,20,11,11,33,41,4.1386,0.6450,15,59,23,4,12,733,402,152,0,0,1,1,1,1,1
crypto_9_356,LayeredXOR,356,Encryption,BlockCipher,55,40,18,8,10,17,70,27,4.2653,0.6460,14,62,24,5,10,1692,419,171,0,0,1,1,1,0,1
crypto_9_357,LayeredXOR,357,Encryption,BlockCipher,18,17,37,31,9,23,47,13,3.9458,0.6470,13,65,25,6,8,603,436,190,0,0,1,1,0,1,1
crypto_9_358,LayeredXOR,358,Encryption,BlockCipher,31,34,11,19,8,4,24,54,3.4785,0.6480,12,68,26,7,6,1562,453,209,0,0,1,1,1,0,1
crypto_9_359,LayeredXOR,359,Encryption,BlockCipher,44,11,30,7,7,10,61,40,3.2976,0.6490,11,71,27,8,4,473,470,228,0,0,1,1,1,0,1
crypto_9_360,LayeredXOR,360,Encryption,BlockCipher,57,28,49,30,6,16,38,26,3.5740,0.6500,10,74,28,9,17,1432,487,247,0,0,1,1,1,1,1
crypto_9_361,LayeredXOR,361,Encryption,BlockCipher,20,5,23,18,5,22,15,12,4.0582,0.6510,49,17,29,0,15,343,504,266,0,0,1,1,0,0,1
crypto_9_362,LayeredXOR,362,Encryption,BlockCipher,33,22,42,6,34,3,52,53,4.3096,0.6520,48,20,30,1,13,1302,521,285,0,0,1,1,1,0,1
crypto_9_363,LayeredXOR,363,Encryption,BlockCipher,46,39,16,29,33,9,29,39,4.1016,0.6530,47,23,31,2,11,2261,538,304,0,0,1,1,1,0,1
crypto_9_364,LayeredXOR,364,Encryption,BlockCipher,59,16,35,17,32,15,66,25,3.6301,0.6540,46,26,32,3,9,1172,555,323,0,0,1,1,1,1,1
crypto_9_365,LayeredXOR,365,Encryption,BlockCipher,22,33,9,5,31,21,43,66,3.3332,0.6550,45,29,33,4,7,2131,572,342,0,0,1,1,1,0,1
crypto_9_366,LayeredXOR,366,Encryption,BlockCipher,35,10,28,28,30,2,20,52,3.4884,0.6560,44,32,34,5,5,1042,77,361,0,0,1,1,1,1,1
crypto_9_367,LayeredXOR,367,Encryption,BlockCipher,48,27,47,16,29,8,57,38,3.9577,0.6570,43,35,5,6,3,2001,94,380,0,0,1,1,1,1,1
crypto_9_368,LayeredXOR,368,Encryption,BlockCipher,11,44,21,4,28,14,34,24,4.3142,0.6580,42,38,6,7,16,912,111,399,0,0,1,1,0,0,1
crypto_9_369,LayeredXOR,369,Encryption,BlockCipher,24,21,40,27,27,20,71,65,4.2347,0.6590,41,41,7,8,14,1871,128,418,0,0,1,1,1,1,1
crypto_9_370,LayeredXOR,370,Encryption,BlockCipher,37,38,14,15,26,26,48,51,3.7969,0.6600,40,44,8,9,12,782,145,437,0,0,1,1,1,0,1
crypto_9_371,LayeredXOR,371,Encryption,BlockCipher,50,15,33,3,25,7,25,37,3.4080,0.6610,39,47,9,0,10,1741,162,456,0,0,1,1,1,0,1
crypto_9_372,LayeredXOR,372,Encryption,BlockCipher,13,32,52,26,24,13,62,23,3.4300,0.6620,38,50,10,1,8,652,179,475,0,0,1,1,0,1,1
crypto_9_373,LayeredXOR,373,Encryption,BlockCipher,26,9,26,14,23,19,39,64,3.8474,0.6630,37,53,11,2,6,1611,196,494,0,0,1,1,1,0,1
crypto_9_374,LayeredXOR,374,Encryption,BlockCipher,39,26,45,37,22,25,16,50,4.2809,0.6640,36,56,12,3,4,522,213,513,0,0,1,1,1,1,1
crypto_9_375,LayeredXOR,375,Encryption,BlockCipher,52,43,19,25,21,6,53,36,4.3367,0.6650,35,59,13,4,17,1481,230,532,0,0,1,1,1,0,1
crypto_9_376,LayeredXOR,376,Encryption,BlockCipher,15,20,38,13,20,12,30,22,3.9680,0.6660,34,62,14,5,15,392,247,551,0,0,1,1,0,1,1
crypto_9_377,LayeredXOR,377,Encryption,BlockCipher,28,37,12,36,19,18,67,63,3.5184,0.6670,33,65,15,6,13,1351,264,570,0,0,1,1,1,0,1
crypto_9_378,LayeredXOR,378,Encryption,BlockCipher,41,14,31,24,18,24,44,49,3.4058,0.6680,32,68,16,7,11,262,281,589,0,0,1,1,1,1,1
crypto_9_379,LayeredXOR,379,Encryption,BlockCipher,54,31,50,12,17,5,21,35,3.7384,0.6690,31,71,17,8,9,1221,298,608,0,0,1,1,1,1,1
crypto_9_380,LayeredXOR,380,Encryption,BlockCipher,17,8,24,35,16,11,58,21,4.2150,0.6700,30,74,18,9,7,2180,315,627,0,0,1,1,0,1,1
crypto_9_381,LayeredXOR,381,Encryption,BlockCipher,30,25,43,23,15,17,35,62,4.4019,0.6710,29,17,19,0,5,1091,332,646,0,0,1,1,1,1,1
crypto_9_382,LayeredXOR,382,Encryption,BlockCipher,43,42,17,11,14,23,72,48,4.1320,0.6720,28,20,20,1,3,2050,349,665,0,0,1,1,1,0,1
crypto_9_383,LayeredXOR,383,Encryption,BlockCipher,56,19,36,34,13,4,49,34,3.6580,0.6730,27,23,21,2,16,961,366,684,0,0,1,1,1,1,1
crypto_9_384,LayeredXOR,384,Encryption,BlockCipher,19,36,10,22,12,10,26,20,3.4202,0.6740,26,26,22,3,14,1920,383,703,0,0,1,1,0,0,1
crypto_9_385,LayeredXOR,385,Encryption,BlockCipher,32,13,29,10,11,16,63,61,3.6420,0.6750,25,29,23,4,12,831,400,722,0,0,1,1,1,0,1
crypto_9_386,LayeredXOR,386,Encryption,BlockCipher,45,30,48,33,10,22,40,47,4.1239,0.6760,24,32,24,5,10,1790,417,741,0,0,1,1,1,1,1
crypto_9_387,LayeredXOR,387,Encryption,BlockCipher,58,7,22,21,9,3,17,33,4.4276,0.6770,23,35,25,6,8,701,434,760,0,0,1,1,1,0,1
crypto_9_388,LayeredXOR,388,Encryption,BlockCipher,21,24,41,9,8,9,54,19,4.2783,0.6780,22,38,26,7,6,1660,451,779,0,0,1,1,0,0,1
crypto_9_389,LayeredXOR,389,Encryption,BlockCipher,34,41,15,32,7,15,31,60,3.8180,0.6790,21,41,27,8,4,571,468,798,0,0,1,1,1,0,1
crypto_9_390,LayeredXOR,390,Encryption,BlockCipher,47,18,34,20,6,21,68,46,3.4745,0.6800,20,44,28,9,17,1530,485,817,0,0,1,1,1,1,1
crypto_9_391,LayeredXOR,391,Encryption,BlockCipher,10,35,8,8,5,2,45,32,3.5681,0.6810,19,47,29,0,15,441,502,836,0,0,1,1,0,0,1
crypto_9_392,LayeredXOR,392,Encryption,BlockCipher,23,12,27,31,34,8,22,18,4.0175,0.6820,18,50,30,1,13,1400,519,855,0,0,1,1,0,1,1
crypto_9_393,LayeredXOR,393,Encryption,BlockCipher,36,29,46,19,33,14,59,59,4.4140,0.6830,17,53,31,2,11,311,536,874,0,0,1,1,1,1,1
crypto_9_394,LayeredXOR,394,Encryption,BlockCipher,49,6,20,7,32,20,36,45,4.3977,0.6840,16,56,32,3,9,1270,553,893,0,0,1,1,1,0,1
crypto_9_395,LayeredXOR,395,Encryption,BlockCipher,12,23,39,30,31,26,73,31,3.9882,0.6850,15,59,33,4,7,2229,570,144,0,0,1,1,0,1,1
crypto_9_396,LayeredXOR,396,Encryption,BlockCipher,25,40,13,18,30,7,50,17,3.5666,0.6860,14,62,34,5,5,1140,75,163,0,0,1,1,1,0,1
crypto_9_397,LayeredXOR,397,Encryption,BlockCipher,38,17,32,6,29,13,27,58,3.5250,0.6870,13,65,5,6,3,2099,92,182,0,0,1,1,1,0,1
crypto_9_398,LayeredXOR,398,Encryption,BlockCipher,51,34,51,29,28,19,64,44,3.9064,0.6880,12,68,6,7,16,1010,109,201,0,0,1,1,1,1,1
crypto_9_399,LayeredXOR,399,Encryption,BlockCipher,14,11,25,17,27,25,41,30,4.3646,0.6890,11,71,7,8,14,1969,126,220,0,0,1,1,0,0,1
crypto_9_400,LayeredXOR,400,Encryption,BlockCipher,27,28,44,5,26,6,18,16,3.9830,0.6400,10,74,8,9,12,880,143,239,0,0,1,1,0,0,1
crypto_9_401,LayeredXOR,401,Encryption,BlockCipher,40,5,18,28,25,12,55,57,3.6573,0.6410,49,17,9,0,10,1839,160,258,0,0,1,1,1,0,1
crypto_9_402,LayeredXOR,402,Encryption,BlockCipher,53,22,37,16,24,18,32,43,3.1916,0.6420,48,20,10,1,8,750,177,277,0,0,1,1,1,1,1
crypto_9_403,LayeredXOR,403,Encryption,BlockCipher,16,39,11,4,23,24,69,29,3.0186,0.6430,47,23,11,2,6,1709,194,296,0,0,1,1,1,0,1
crypto_9_404,LayeredXOR,404,Encryption,BlockCipher,29,16,30,27,22,5,46,15,3.3020,0.6440,46,26,12,3,4,620,211,315,0,0,1,1,0,1,1
crypto_9_405,LayeredXOR,405,Encryption,BlockCipher,42,33,49,15,21,11,23,56,3.7858,0.6450,45,29,13,4,17,1579,228,334,0,0,1,1,1,1,1
crypto_9_406,LayeredXOR,406,Encryption,BlockCipher,55,10,23,3,20,17,60,42,4.0299,0.6460,44,32,14,5,15,490,245,353,0,0,1,1,1,0,1
crypto_9_407,LayeredXOR,407,Encryption,BlockCipher,18,27,42,26,19,23,37,28,3.8143,0.6470,43,35,15,6,13,1449,262,372,0,0,1,1,0,1,1
crypto_9_408,LayeredXOR,408,Encryption,BlockCipher,31,44,16,14,18,4,74,14,3.3420,0.6480,42,38,16,7,11,360,279,391,0,0,1,1,1,0,1
crypto_9_409,LayeredXOR,409,Encryption,BlockCipher,44,21,35,37,17,10,51,55,3.0517,0.6490,41,41,17,8,9,1319,296,410,0,0,1,1,1,1,1
crypto_9_410,LayeredXOR,410,Encryption,BlockCipher,57,38,9,25,16,16,28,41,3.2149,0.6500,40,44,18,9,7,2278,313,429,0,0,1,1,1,0,1
crypto_9_411,LayeredXOR,411,Encryption,BlockCipher,20,15,28,13,15,22,65,27,3.6862,0.6510,39,47,19,0,5,1189,330,448,0,0,1,1,0,0,1
crypto_9_412,LayeredXOR,412,Encryption,BlockCipher,33,32,47,36,14,3,42,13,4.0369,0.6520,38,50,20,1,3,2148,347,467,0,0,1,1,0,1,1
crypto_9_413,LayeredXOR,413,Encryption,BlockCipher,46,9,21,24,13,9,19,54,3.9491,0.6530,37,53,21,2,16,1059,364,486,0,0,1,1,1,0,1
crypto_9_414,LayeredXOR,414,Encryption,BlockCipher,59,26,40,12,12,15,56,40,3.5082,0.6540,36,56,22,3,14,2018,381,505,0,0,1,1,1,1,1
crypto_9_415,LayeredXOR,415,Encryption,BlockCipher,22,43,14,35,11,21,33,26,3.1241,0.6550,35,59,23,4,12,929,398,524,0,0,1,1,1,0,1
crypto_9_416,LayeredXOR,416,Encryption,BlockCipher,35,20,33,23,10,2,70,12,3.1546,0.6560,34,62,24,5,10,1888,415,543,0,0,1,1,0,1,1
crypto_9_417,LayeredXOR,417,Encryption,BlockCipher,48,37,52,11,9,8,47,53,3.5762,0.6570,33,65,25,6,8,799,432,562,0,0,1,1,1,1,1
crypto_9_418,LayeredXOR,418,Encryption,BlockCipher,11,14,26,34,8,14,24,39,4.0059,0.6580,32,68,26,7,6,1758,449,581,0,0,1,1,0,1,1
crypto_9_419,LayeredXOR,419,Encryption,BlockCipher,24,31,45,22,7,20,61,25,4.0532,0.6590,31,71,27,8,4,669,466,600,0,0,1,1,0,1,1
crypto_9_420,LayeredXOR,420,Encryption,BlockCipher,37,8,19,10,6,26,38,66,3.6793,0.6600,30,74,28,9,17,1628,483,619,0,0,1,1,1,0,1
crypto_9_421,LayeredXOR,421,Encryption,BlockCipher,50,25,38,33,5,7,15,52,3.2324,0.6610,29,17,29,0,15,539,500,638,0,0,1,1,1,1,1
crypto_9_422,LayeredXOR,422,Encryption,BlockCipher,13,42,12,21,34,13,52,38,3.1281,0.6620,28,20,30,1,13,1498,517,657,0,0,1,1,1,0,1
crypto_9_423,LayeredXOR,423,Encryption,BlockCipher,26,19,31,9,33,19,29,24,3.4669,0.6630,27,23,31,2,11,409,534,676,0,0,1,1,0,0,1
crypto_9_424,LayeredXOR,424,Encryption,BlockCipher,39,36,50,32,32,25,66,65,3.9418,0.6640,26,26,32,3,9,1368,551,695,0,0,1,1,1,1,1
crypto_9_425,LayeredXOR,425,Encryption,BlockCipher,52,13,24,20,31,6,43,51,4.1209,0.6650,25,29,33,4,7,279,568,714,0,0,1,1,1,0,1
crypto_9_426,LayeredXOR,426,Encryption,BlockCipher,15,30,43,8,30,12,20,37,3.8440,0.6660,24,32,34,5,5,1238,73,733,0,0,1,1,1,1,1
crypto_9_427,LayeredXOR,427,Encryption,BlockCipher,28,7,17,31,29,18,57,23,3.3704,0.6670,23,35,5,6,3,2197,90,752,0,0,1,1,0,0,1
crypto_9_428,LayeredXOR,428,Encryption,BlockCipher,41,24,36,19,28,24,34,64,3.1400,0.6680,22,38,6,7,16,1108,107,771,0,0,1,1,1,1,1
crypto_9_429,LayeredXOR,429,Encryption,BlockCipher,54,41,10,7,27,5,71,50,3.3693,0.6690,21,41,7,8,14,2067,124,790,0,0,1,1,1,0,1
crypto_9_430,LayeredXOR,430,Encryption,BlockCipher,17,18,29,30,26,11,48,36,3.8521,0.6700,20,44,8,9,12,978,141,809,0,0,1,1,0,1,1
crypto_9_431,LayeredXOR,431,Encryption,BlockCipher,30,35,48,18,25,17,25,22,4.1490,0.6710,19,47,9,0,10,1937,158,828,0,0,1,1,1,1,1
crypto_9_432,LayeredXOR,432,Encryption,BlockCipher,43,12,22,6,24,23,62,63,3.9918,0.6720,18,50,10,1,8,848,175,847,0,0,1,1,1,0,1
crypto_9_433,LayeredXOR,433,Encryption,BlockCipher,56,29,41,29,23,4,39,49,3.5295,0.6730,17,53,11,2,6,1807,192,866,0,0,1,1,1,1,1
crypto_9_434,LayeredXOR,434,Encryption,BlockCipher,19,6,15,17,22,10,16,35,3.1918,0.6740,16,56,12,3,4,718,209,885,0,0,1,1,0,0,1
crypto_9_435,LayeredXOR,435,Encryption,BlockCipher,32,23,34,5,21,16,53,21,3.2938,0.6750,15,59,13,4,17,1677,226,136,0,0,1,1,0,0,1
crypto_9_436,LayeredXOR,436,Encryption,BlockCipher,45,40,8,28,20,22,30,62,3.7462,0.6760,14,62,14,5,15,588,243,155,0,0,1,1,1,0,1
crypto_9_437,LayeredXOR,437,Encryption,BlockCipher,58,17,27,16,19,3,67,48,4.1378,0.6770,13,65,15,6,13,1547,260,174,0,0,1,1,1,0,1
crypto_9_438,LayeredXOR,438,Encryption,BlockCipher,21,34,46,4,18,9,44,34,4.1131,0.6780,12,68,16,7,11,458,277,193,0,0,1,1,1,0,1
crypto_9_439,LayeredXOR,439,Encryption,BlockCipher,34,11,20,27,17,15,21,20,3.6994,0.6790,11,71,17,8,9,1417,294,212,0,0,1,1,0,0,1
crypto_9_440,LayeredXOR,440,Encryption,BlockCipher,47,28,39,15,16,21,58,61,3.2816,0.6800,10,74,18,9,7,328,311,231,0,0,1,1,1,1,1
